Unit price,Quantity,hour,day,month,weekday,Branch,City,Customer type,Gender,Product line,Payment
93.4,2,16,30,3,5,B,Mandalay,Member,Male,Food and beverages,Cash
73.41,3,13,2,3,5,B,Mandalay,Normal,Female,Health and beauty,Ewallet
33.64,8,17,15,2,4,C,Naypyitaw,Normal,Male,Health and beauty,Credit card
45.48,10,10,1,3,4,A,Yangon,Normal,Female,Electronic accessories,Credit card
83.77,2,19,24,2,6,B,Mandalay,Member,Male,Fashion accessories,Cash
64.08,7,19,19,2,1,B,Mandalay,Member,Female,Sports and travel,Credit card
73.47,4,18,23,2,5,A,Yangon,Member,Female,Food and beverages,Cash
58.95,10,14,7,2,3,C,Naypyitaw,Normal,Male,Health and beauty,Ewallet
48.5,6,13,11,1,4,A,Yangon,Member,Male,Food and beverages,Ewallet
39.48,1,19,12,2,1,B,Mandalay,Member,Female,Electronic accessories,Cash
34.81,1,10,14,1,0,B,Mandalay,Normal,Female,Sports and travel,Credit card
49.32,6,13,9,1,2,C,Naypyitaw,Normal,Female,Fashion accessories,Ewallet
21.48,2,12,27,2,2,A,Yangon,Member,Male,Fashion accessories,Ewallet
23.08,6,19,24,1,3,B,Mandalay,Member,Female,Sports and travel,Ewallet
49.1,2,12,8,1,1,B,Mandalay,Member,Female,Home and lifestyle,Credit card
64.83,2,11,8,1,1,B,Mandalay,Member,Female,Sports and travel,Credit card
63.56,10,17,16,1,2,A,Yangon,Member,Male,Home and lifestyle,Cash
72.88,2,12,13,3,2,C,Naypyitaw,Member,Male,Sports and travel,Cash
67.1,3,10,15,2,4,A,Yangon,Normal,Female,Food and beverages,Cash
70.19,9,13,25,1,4,C,Naypyitaw,Member,Female,Sports and travel,Cash
55.04,7,19,12,3,1,C,Naypyitaw,Member,Male,Food and beverages,Ewallet
48.63,10,12,4,3,0,A,Yangon,Member,Male,Health and beauty,Cash
73.38,7,13,10,2,6,C,Naypyitaw,Member,Female,Fashion accessories,Cash
52.6,9,14,16,1,2,C,Naypyitaw,Normal,Female,Food and beverages,Cash
87.37,5,19,29,1,1,A,Yangon,Member,Female,Home and lifestyle,Cash
27.04,4,20,1,1,1,A,Yangon,Member,Female,Sports and travel,Ewallet
62.19,4,19,6,1,6,B,Mandalay,Normal,Male,Home and lifestyle,Ewallet
69.58,9,19,19,2,1,A,Yangon,Member,Male,Electronic accessories,Credit card
97.5,10,16,12,1,5,C,Naypyitaw,Normal,Male,Home and lifestyle,Ewallet
60.41,8,12,7,2,3,C,Naypyitaw,Normal,Female,Fashion accessories,Ewallet
32.32,3,19,27,3,2,B,Mandalay,Normal,Male,Food and beverages,Credit card
19.77,10,18,27,2,2,B,Mandalay,Member,Female,Fashion accessories,Credit card
80.47,9,11,6,1,6,B,Mandalay,Member,Male,Health and beauty,Cash
88.39,9,12,2,3,5,B,Mandalay,Member,Female,Home and lifestyle,Cash
71.77,7,14,29,3,4,B,Mandalay,Normal,Male,Health and beauty,Cash
43.0,4,20,31,1,3,B,Mandalay,Normal,Female,Electronic accessories,Ewallet
68.98,1,20,21,1,0,C,Naypyitaw,Member,Male,Food and beverages,Cash
15.62,8,20,20,1,6,C,Naypyitaw,Normal,Male,Fashion accessories,Ewallet
25.7,3,17,17,1,3,A,Yangon,Normal,Male,Sports and travel,Ewallet
80.62,6,20,28,2,3,A,Yangon,Member,Male,Food and beverages,Cash
75.53,4,15,19,3,1,C,Naypyitaw,Member,Female,Home and lifestyle,Ewallet
77.63,9,15,19,2,1,C,Naypyitaw,Normal,Female,Electronic accessories,Ewallet
13.85,9,12,4,2,0,C,Naypyitaw,Normal,Female,Health and beauty,Ewallet
98.7,8,10,31,1,3,C,Naypyitaw,Member,Male,Fashion accessories,Ewallet
35.68,5,18,6,2,2,A,Yangon,Normal,Female,Health and beauty,Credit card
71.46,7,16,28,3,3,A,Yangon,Member,Female,Fashion accessories,Ewallet
11.94,3,12,19,1,5,A,Yangon,Member,Male,Electronic accessories,Credit card
45.38,3,13,17,2,6,A,Yangon,Normal,Male,Fashion accessories,Credit card
17.48,6,15,18,1,4,B,Mandalay,Member,Female,Fashion accessories,Credit card
25.56,7,20,2,2,5,B,Mandalay,Normal,Female,Fashion accessories,Cash
90.63,9,15,18,1,4,C,Naypyitaw,Member,Female,Sports and travel,Cash
44.12,3,13,18,3,0,B,Mandalay,Normal,Male,Home and lifestyle,Credit card
36.77,7,20,11,1,4,C,Naypyitaw,Member,Female,Food and beverages,Cash
23.34,4,18,4,2,0,B,Mandalay,Member,Male,Food and beverages,Ewallet
28.5,8,14,6,2,2,C,Naypyitaw,Member,Female,Health and beauty,Cash
55.57,3,11,8,1,1,C,Naypyitaw,Member,Male,Home and lifestyle,Credit card
69.74,10,17,5,3,1,B,Mandalay,Normal,Male,Sports and travel,Credit card
97.26,4,15,16,3,5,C,Naypyitaw,Normal,Male,Fashion accessories,Ewallet
52.18,7,10,9,3,5,B,Mandalay,Member,Female,Home and lifestyle,Cash
22.32,4,16,1,3,4,A,Yangon,Member,Female,Fashion accessories,Credit card
56.0,3,19,28,2,3,A,Yangon,Normal,Male,Health and beauty,Ewallet
19.7,1,11,8,2,4,A,Yangon,Member,Male,Fashion accessories,Ewallet
75.88,7,10,24,1,3,B,Mandalay,Normal,Male,Electronic accessories,Ewallet
53.72,1,20,1,3,4,B,Mandalay,Member,Male,Food and beverages,Ewallet
81.95,10,12,10,3,6,C,Naypyitaw,Member,Male,Health and beauty,Credit card
81.2,7,15,23,3,5,C,Naypyitaw,Member,Female,Home and lifestyle,Credit card
58.76,10,14,29,1,1,C,Naypyitaw,Normal,Male,Electronic accessories,Ewallet
91.56,8,18,12,1,5,B,Mandalay,Member,Male,Electronic accessories,Ewallet
93.96,9,11,20,3,2,A,Yangon,Normal,Male,Home and lifestyle,Cash
55.61,7,12,23,3,5,C,Naypyitaw,Normal,Male,Home and lifestyle,Cash
84.83,1,15,14,1,0,C,Naypyitaw,Normal,Male,Food and beverages,Ewallet
71.63,2,14,12,2,1,A,Yangon,Member,Female,Sports and travel,Ewallet
37.69,2,15,20,2,2,A,Yangon,Member,Male,Home and lifestyle,Ewallet
31.67,8,16,2,1,2,C,Naypyitaw,Member,Female,Sports and travel,Credit card
38.42,1,16,2,2,5,C,Naypyitaw,Member,Female,Food and beverages,Cash
65.23,10,19,8,1,1,B,Mandalay,Member,Male,Fashion accessories,Credit card
10.53,5,14,30,1,2,C,Naypyitaw,Member,Female,Home and lifestyle,Credit card
12.29,9,19,26,3,1,B,Mandalay,Member,Female,Home and lifestyle,Credit card
81.23,7,20,15,1,1,C,Naypyitaw,Member,Male,Health and beauty,Cash
22.32,4,11,14,3,3,B,Mandalay,Member,Female,Fashion accessories,Ewallet
27.28,5,10,3,2,6,A,Yangon,Normal,Female,Food and beverages,Credit card
17.42,10,12,22,2,4,A,Yangon,Member,Female,Electronic accessories,Ewallet
73.28,5,15,24,1,3,B,Mandalay,Normal,Male,Home and lifestyle,Ewallet
84.87,3,18,25,1,4,C,Naypyitaw,Member,Female,Fashion accessories,Ewallet
97.29,8,13,9,3,5,A,Yangon,Normal,Female,Fashion accessories,Credit card
35.74,8,15,17,2,6,B,Mandalay,Member,Female,Electronic accessories,Ewallet
96.52,6,11,11,1,4,A,Yangon,Normal,Female,Home and lifestyle,Cash
18.85,10,18,27,2,2,A,Yangon,Member,Male,Food and beverages,Ewallet
55.39,4,15,25,3,0,A,Yangon,Normal,Female,Food and beverages,Ewallet
77.2,10,10,11,2,0,B,Mandalay,Member,Female,Food and beverages,Credit card
72.13,10,15,31,1,3,B,Mandalay,Normal,Male,Electronic accessories,Credit card
63.88,8,17,20,1,6,A,Yangon,Member,Female,Fashion accessories,Ewallet
10.69,5,11,26,3,1,A,Yangon,Member,Female,Health and beauty,Ewallet
55.5,4,15,20,1,6,A,Yangon,Member,Male,Health and beauty,Credit card
95.46,8,19,5,3,1,B,Mandalay,Normal,Female,Home and lifestyle,Ewallet
76.06,3,20,5,1,5,C,Naypyitaw,Normal,Female,Fashion accessories,Credit card
13.69,6,13,13,2,2,B,Mandalay,Normal,Male,Sports and travel,Cash
95.64,4,18,16,3,5,B,Mandalay,Normal,Female,Electronic accessories,Cash
11.43,6,17,15,1,1,A,Yangon,Normal,Female,Home and lifestyle,Cash
95.54,4,11,26,2,1,B,Mandalay,Member,Female,Sports and travel,Ewallet
85.87,7,19,27,2,2,C,Naypyitaw,Member,Female,Health and beauty,Credit card
67.99,7,16,17,2,6,C,Naypyitaw,Member,Female,Sports and travel,Ewallet
52.42,1,10,6,2,2,C,Naypyitaw,Normal,Female,Food and beverages,Credit card
65.65,2,16,17,1,3,C,Naypyitaw,Member,Male,Food and beverages,Cash
28.86,5,18,22,1,1,B,Mandalay,Normal,Female,Food and beverages,Credit card
65.31,7,18,5,3,1,C,Naypyitaw,Member,Male,Health and beauty,Credit card
93.38,1,13,3,1,3,B,Mandalay,Normal,Male,Sports and travel,Cash
25.25,5,17,20,3,2,C,Naypyitaw,Member,Male,Sports and travel,Cash
87.87,9,20,31,1,3,B,Mandalay,Member,Male,Electronic accessories,Ewallet
21.8,8,19,19,2,1,C,Naypyitaw,Normal,Male,Health and beauty,Cash
94.76,4,16,11,2,0,A,Yangon,Normal,Female,Sports and travel,Ewallet
30.62,1,14,5,2,1,A,Yangon,Member,Female,Fashion accessories,Credit card
44.01,8,17,3,3,6,C,Naypyitaw,Normal,Female,Home and lifestyle,Cash
10.16,5,13,24,2,6,C,Naypyitaw,Member,Female,Health and beauty,Ewallet
74.58,7,16,4,2,0,A,Yangon,Normal,Male,Electronic accessories,Credit card
71.89,8,11,19,2,1,C,Naypyitaw,Normal,Male,Electronic accessories,Ewallet
10.99,5,10,23,1,2,C,Naypyitaw,Normal,Female,Health and beauty,Credit card
60.47,3,10,14,1,0,C,Naypyitaw,Member,Male,Health and beauty,Credit card
58.91,7,15,17,1,3,A,Yangon,Normal,Male,Sports and travel,Ewallet
46.41,1,20,3,3,6,A,Yangon,Normal,Male,Fashion accessories,Credit card
68.55,4,20,15,2,4,C,Naypyitaw,Member,Male,Health and beauty,Credit card
97.37,10,13,15,1,1,B,Mandalay,Normal,Female,Home and lifestyle,Credit card
92.6,7,12,27,2,2,A,Yangon,Member,Male,Electronic accessories,Credit card
46.61,2,12,26,2,1,A,Yangon,Normal,Female,Electronic accessories,Credit card
27.18,2,16,15,3,4,B,Mandalay,Normal,Male,Fashion accessories,Ewallet
60.87,1,13,24,1,3,C,Naypyitaw,Member,Female,Home and lifestyle,Cash
24.49,10,15,22,2,4,A,Yangon,Member,Female,Sports and travel,Cash
92.78,1,10,15,3,4,B,Mandalay,Normal,Male,Health and beauty,Credit card
86.69,5,18,11,2,0,C,Naypyitaw,Member,Male,Home and lifestyle,Ewallet
23.01,6,16,12,1,5,B,Mandalay,Normal,Male,Sports and travel,Ewallet
30.2,8,19,3,3,6,C,Naypyitaw,Member,Female,Electronic accessories,Ewallet
67.39,7,13,23,3,5,C,Naypyitaw,Member,Male,Fashion accessories,Ewallet
48.96,9,11,4,3,0,A,Yangon,Member,Female,Fashion accessories,Cash
75.59,9,11,23,2,5,B,Mandalay,Member,Female,Electronic accessories,Cash
77.47,4,16,17,3,6,A,Yangon,Normal,Female,Home and lifestyle,Cash
93.18,2,18,16,1,2,A,Yangon,Normal,Female,Sports and travel,Credit card
50.23,4,17,8,1,1,A,Yangon,Normal,Female,Electronic accessories,Cash
17.75,1,10,14,1,0,B,Mandalay,Normal,Female,Health and beauty,Cash
62.18,10,10,31,1,3,C,Naypyitaw,Normal,Female,Fashion accessories,Ewallet
10.75,8,14,15,3,4,B,Mandalay,Normal,Male,Health and beauty,Ewallet
40.26,10,18,24,2,6,A,Yangon,Normal,Female,Electronic accessories,Credit card
64.97,5,12,8,2,4,C,Naypyitaw,Member,Female,Sports and travel,Credit card
95.15,1,14,22,3,4,A,Yangon,Normal,Male,Electronic accessories,Cash
48.62,8,10,24,1,3,A,Yangon,Member,Female,Electronic accessories,Cash
53.21,8,16,14,3,3,B,Mandalay,Normal,Female,Food and beverages,Ewallet
45.44,7,11,23,1,2,C,Naypyitaw,Normal,Female,Fashion accessories,Cash
33.88,8,20,19,1,5,A,Yangon,Normal,Male,Food and beverages,Ewallet
96.16,4,20,27,1,6,B,Mandalay,Member,Male,Health and beauty,Credit card
47.16,5,14,3,2,6,B,Mandalay,Member,Male,Food and beverages,Credit card
52.89,4,16,25,3,0,B,Mandalay,Normal,Male,Electronic accessories,Ewallet
47.68,2,10,24,2,6,A,Yangon,Member,Female,Home and lifestyle,Credit card
10.17,1,14,7,2,3,C,Naypyitaw,Member,Male,Sports and travel,Cash
68.71,3,10,4,3,0,A,Yangon,Normal,Female,Health and beauty,Cash
60.08,7,11,14,2,3,B,Mandalay,Member,Female,Sports and travel,Credit card
22.01,4,18,29,1,1,A,Yangon,Member,Female,Sports and travel,Credit card
72.11,9,13,28,1,0,B,Mandalay,Member,Female,Health and beauty,Credit card
41.28,3,18,26,3,1,A,Yangon,Member,Male,Fashion accessories,Credit card
64.95,10,18,24,3,6,C,Naypyitaw,Normal,Male,Electronic accessories,Cash
74.22,10,14,1,1,1,A,Yangon,Member,Female,Electronic accessories,Credit card
10.56,8,17,24,1,3,A,Yangon,Normal,Male,Electronic accessories,Cash
62.57,4,18,25,2,0,B,Mandalay,Normal,Male,Health and beauty,Cash
11.85,8,16,9,1,2,B,Mandalay,Member,Female,Sports and travel,Cash
91.3,1,14,14,2,3,A,Yangon,Member,Male,Health and beauty,Ewallet
40.73,7,11,12,3,1,B,Mandalay,Member,Female,Home and lifestyle,Ewallet
52.38,1,19,26,3,1,A,Yangon,Normal,Male,Fashion accessories,Cash
38.54,5,13,9,1,2,A,Yangon,Member,Male,Fashion accessories,Ewallet
44.63,6,20,2,1,2,B,Mandalay,Normal,Male,Sports and travel,Credit card
55.87,10,15,15,1,1,C,Naypyitaw,Normal,Male,Electronic accessories,Cash
29.22,6,11,1,1,1,C,Naypyitaw,Member,Female,Sports and travel,Ewallet
51.94,3,15,15,2,4,A,Yangon,Normal,Male,Fashion accessories,Cash
60.3,1,17,28,2,3,B,Mandalay,Normal,Male,Electronic accessories,Cash
39.47,2,16,2,3,5,A,Yangon,Member,Female,Sports and travel,Credit card
14.87,2,18,13,2,2,C,Naypyitaw,Member,Female,Food and beverages,Credit card
21.32,1,12,26,1,5,A,Yangon,Normal,Male,Fashion accessories,Cash
93.78,3,11,30,1,2,A,Yangon,Member,Male,Electronic accessories,Credit card
73.26,1,18,27,1,6,A,Yangon,Member,Male,Electronic accessories,Ewallet
22.38,1,17,30,1,2,C,Naypyitaw,Normal,Female,Sports and travel,Credit card
72.88,9,19,8,1,1,C,Naypyitaw,Member,Female,Food and beverages,Cash
99.1,6,13,19,1,5,A,Yangon,Normal,Female,Fashion accessories,Cash
74.1,1,11,25,1,4,A,Yangon,Normal,Male,Fashion accessories,Cash
98.48,2,10,19,2,1,A,Yangon,Normal,Female,Fashion accessories,Ewallet
53.19,7,15,14,1,0,C,Naypyitaw,Normal,Male,Health and beauty,Ewallet
52.79,10,11,25,2,0,B,Mandalay,Normal,Female,Electronic accessories,Ewallet
95.95,5,14,23,1,2,A,Yangon,Member,Female,Health and beauty,Ewallet
36.51,9,10,16,2,5,B,Mandalay,Normal,Female,Fashion accessories,Cash
21.12,8,19,1,1,1,B,Mandalay,Normal,Male,Food and beverages,Cash
28.31,4,18,7,3,3,A,Yangon,Member,Female,Home and lifestyle,Cash
57.59,6,13,15,2,4,B,Mandalay,Normal,Male,Health and beauty,Cash
47.63,9,12,23,1,2,A,Yangon,Member,Female,Food and beverages,Cash
86.27,1,13,20,2,2,C,Naypyitaw,Member,Female,Home and lifestyle,Ewallet
12.76,2,18,8,1,1,A,Yangon,Member,Male,Sports and travel,Ewallet
11.28,9,11,17,3,6,B,Mandalay,Normal,Female,Home and lifestyle,Credit card
51.07,7,11,12,1,5,B,Mandalay,Normal,Female,Home and lifestyle,Cash
79.59,3,14,8,1,1,A,Yangon,Member,Female,Electronic accessories,Cash
33.81,3,15,26,1,5,C,Naypyitaw,Member,Male,Health and beauty,Ewallet
90.53,8,14,15,3,4,B,Mandalay,Member,Male,Sports and travel,Credit card
62.82,2,12,17,1,3,C,Naypyitaw,Member,Female,Health and beauty,Ewallet
24.31,3,19,8,1,1,C,Naypyitaw,Member,Male,Food and beverages,Credit card
64.59,4,13,6,1,6,A,Yangon,Normal,Male,Sports and travel,Ewallet
24.82,7,10,16,2,5,A,Yangon,Member,Male,Food and beverages,Credit card
56.5,1,15,13,3,2,C,Naypyitaw,Normal,Male,Fashion accessories,Ewallet
21.43,10,11,28,1,0,B,Mandalay,Member,Female,Electronic accessories,Cash
89.06,6,17,18,1,4,A,Yangon,Member,Male,Sports and travel,Cash
23.29,4,11,19,3,1,A,Yangon,Member,Male,Home and lifestyle,Credit card
65.26,8,14,15,3,4,C,Naypyitaw,Normal,Male,Home and lifestyle,Ewallet
52.35,1,17,12,2,1,C,Naypyitaw,Member,Male,Fashion accessories,Cash
39.75,1,20,25,2,0,B,Mandalay,Member,Male,Electronic accessories,Cash
90.02,8,16,21,3,3,A,Yangon,Normal,Female,Electronic accessories,Credit card
12.1,8,10,19,1,5,B,Mandalay,Member,Female,Electronic accessories,Ewallet
33.21,10,14,8,1,1,B,Mandalay,Member,Female,Food and beverages,Ewallet
10.18,8,12,30,3,5,C,Naypyitaw,Member,Female,Fashion accessories,Credit card
31.99,10,15,20,2,2,B,Mandalay,Member,Male,Sports and travel,Credit card
34.42,6,12,30,3,5,A,Yangon,Member,Female,Home and lifestyle,Ewallet
83.34,2,13,19,3,1,A,Yangon,Member,Female,Food and beverages,Cash
45.58,7,10,13,1,6,A,Yangon,Normal,Male,Sports and travel,Cash
87.9,1,19,5,2,1,A,Yangon,Member,Male,Food and beverages,Ewallet
73.47,10,13,23,3,5,A,Yangon,Member,Female,Electronic accessories,Ewallet
12.19,8,12,13,3,2,C,Naypyitaw,Normal,Female,Fashion accessories,Ewallet
76.92,10,19,17,3,6,A,Yangon,Member,Male,Sports and travel,Ewallet
83.66,5,10,21,2,3,C,Naypyitaw,Normal,Female,Health and beauty,Cash
57.91,8,15,7,2,3,B,Mandalay,Normal,Female,Electronic accessories,Cash
92.49,5,16,2,3,5,C,Naypyitaw,Member,Female,Fashion accessories,Credit card
28.38,5,20,6,3,2,B,Mandalay,Normal,Male,Electronic accessories,Cash
50.45,6,15,6,2,2,B,Mandalay,Member,Male,Electronic accessories,Credit card
99.16,8,17,28,1,0,B,Mandalay,Normal,Male,Health and beauty,Credit card
60.74,7,16,18,1,4,C,Naypyitaw,Normal,Male,Fashion accessories,Ewallet
47.27,6,10,5,2,1,C,Naypyitaw,Member,Female,Food and beverages,Cash
85.6,7,13,2,3,5,C,Naypyitaw,Member,Male,Health and beauty,Cash
35.04,9,19,9,2,5,A,Yangon,Member,Male,Food and beverages,Ewallet
44.84,9,14,14,1,0,C,Naypyitaw,Member,Female,Electronic accessories,Credit card
45.97,4,12,9,2,5,B,Mandalay,Normal,Male,Home and lifestyle,Ewallet
27.73,5,20,26,3,1,A,Yangon,Member,Female,Health and beauty,Credit card
11.53,7,17,28,1,0,A,Yangon,Normal,Male,Food and beverages,Cash
58.32,2,12,14,2,3,C,Naypyitaw,Normal,Female,Health and beauty,Ewallet
78.38,4,17,24,3,6,C,Naypyitaw,Member,Female,Home and lifestyle,Cash
84.61,10,18,9,2,5,C,Naypyitaw,Normal,Male,Health and beauty,Credit card
82.88,5,14,24,3,6,B,Mandalay,Normal,Female,Health and beauty,Credit card
79.54,2,16,27,3,2,A,Yangon,Member,Female,Food and beverages,Ewallet
49.01,10,10,27,1,6,B,Mandalay,Normal,Female,Home and lifestyle,Credit card
29.15,3,20,27,3,2,B,Mandalay,Member,Female,Food and beverages,Credit card
56.13,4,11,19,1,5,C,Naypyitaw,Normal,Female,Electronic accessories,Ewallet
93.12,8,10,7,2,3,A,Yangon,Normal,Female,Home and lifestyle,Cash
51.34,8,10,31,1,3,A,Yangon,Member,Male,Fashion accessories,Ewallet
99.6,3,18,25,2,0,A,Yangon,Member,Female,Food and beverages,Cash
35.49,6,12,2,2,5,C,Naypyitaw,Normal,Female,Electronic accessories,Cash
42.85,1,15,14,3,3,C,Naypyitaw,Member,Male,Sports and travel,Credit card
94.67,4,12,11,3,0,A,Yangon,Normal,Female,Fashion accessories,Cash
68.97,3,11,22,2,4,B,Mandalay,Normal,Male,Home and lifestyle,Ewallet
26.26,3,12,2,3,5,B,Mandalay,Member,Female,Electronic accessories,Ewallet
35.79,9,15,10,3,6,C,Naypyitaw,Member,Female,Home and lifestyle,Credit card
16.37,6,10,8,2,4,B,Mandalay,Normal,Female,Home and lifestyle,Cash
12.73,2,12,22,2,4,C,Naypyitaw,Member,Female,Home and lifestyle,Credit card
83.14,7,10,10,1,3,C,Naypyitaw,Normal,Female,Sports and travel,Credit card
35.22,6,13,14,3,3,C,Naypyitaw,Member,Female,Sports and travel,Ewallet
13.78,4,11,10,1,3,B,Mandalay,Normal,Female,Electronic accessories,Ewallet
88.31,1,17,15,2,4,B,Mandalay,Member,Male,Sports and travel,Credit card
39.62,9,17,13,1,6,A,Yangon,Member,Female,Health and beauty,Credit card
88.25,9,20,15,2,4,B,Mandalay,Normal,Female,Electronic accessories,Credit card
25.31,2,19,2,3,5,B,Mandalay,Normal,Male,Sports and travel,Ewallet
99.92,6,13,24,3,6,B,Mandalay,Normal,Male,Home and lifestyle,Ewallet
83.35,2,14,2,2,5,C,Naypyitaw,Member,Female,Fashion accessories,Credit card
74.44,10,11,27,2,2,A,Yangon,Normal,Female,Food and beverages,Ewallet
64.08,7,12,20,1,6,C,Naypyitaw,Normal,Male,Health and beauty,Ewallet
63.15,6,20,3,1,3,B,Mandalay,Normal,Female,Home and lifestyle,Ewallet
85.72,3,20,24,1,3,C,Naypyitaw,Member,Male,Home and lifestyle,Ewallet
78.89,7,19,5,1,5,C,Naypyitaw,Normal,Female,Health and beauty,Ewallet
89.48,5,10,30,3,5,A,Yangon,Normal,Female,Sports and travel,Cash
92.09,3,16,17,2,6,A,Yangon,Member,Female,Health and beauty,Cash
57.29,6,17,21,3,3,C,Naypyitaw,Normal,Female,Food and beverages,Ewallet
66.52,4,18,2,3,5,A,Yangon,Normal,Male,Food and beverages,Ewallet
99.82,9,10,27,3,2,C,Naypyitaw,Member,Male,Fashion accessories,Cash
45.68,10,19,19,1,5,A,Yangon,Normal,Female,Home and lifestyle,Ewallet
50.79,5,14,19,2,1,A,Yangon,Normal,Male,Health and beauty,Credit card
10.08,7,20,28,3,3,A,Yangon,Member,Male,Health and beauty,Cash
93.88,7,11,5,1,5,A,Yangon,Normal,Female,Electronic accessories,Credit card
84.25,2,14,26,3,1,C,Naypyitaw,Member,Male,Electronic accessories,Credit card
53.78,1,20,3,2,6,B,Mandalay,Member,Male,Fashion accessories,Ewallet
35.81,5,18,6,2,2,C,Naypyitaw,Member,Male,Home and lifestyle,Ewallet
26.43,8,14,24,2,6,B,Mandalay,Normal,Female,Food and beverages,Ewallet
39.91,3,12,21,2,3,B,Mandalay,Member,Male,Health and beauty,Ewallet
21.9,3,18,9,1,2,B,Mandalay,Member,Female,Home and lifestyle,Ewallet
62.85,4,13,25,2,0,B,Mandalay,Member,Female,Food and beverages,Ewallet
21.04,4,13,13,1,6,C,Naypyitaw,Member,Female,Food and beverages,Cash
65.91,6,11,9,2,5,B,Mandalay,Member,Male,Home and lifestyle,Cash
42.57,7,11,6,1,6,A,Yangon,Normal,Female,Fashion accessories,Cash
50.49,9,17,10,1,3,C,Naypyitaw,Member,Male,Food and beverages,Cash
46.02,6,15,7,2,3,B,Mandalay,Normal,Male,Electronic accessories,Cash
15.8,10,12,9,1,2,C,Naypyitaw,Normal,Female,Home and lifestyle,Cash
98.66,9,15,19,2,1,A,Yangon,Member,Female,Food and beverages,Cash
91.98,1,15,18,3,0,C,Naypyitaw,Member,Male,Fashion accessories,Cash
20.89,2,18,5,2,1,A,Yangon,Member,Male,Electronic accessories,Cash
15.5,1,15,19,3,1,A,Yangon,Normal,Female,Fashion accessories,Credit card
96.82,3,20,30,3,5,C,Naypyitaw,Member,Male,Electronic accessories,Cash
33.33,2,14,26,1,5,B,Mandalay,Normal,Male,Food and beverages,Credit card
38.27,2,18,2,3,5,B,Mandalay,Normal,Female,Electronic accessories,Credit card
33.3,9,15,4,3,0,A,Yangon,Normal,Female,Home and lifestyle,Ewallet
81.01,3,12,13,1,6,A,Yangon,Member,Male,Home and lifestyle,Credit card
15.8,3,18,25,3,0,A,Yangon,Normal,Female,Health and beauty,Cash
34.49,5,19,11,3,0,B,Mandalay,Member,Female,Electronic accessories,Credit card
84.63,10,11,1,1,1,B,Mandalay,Member,Female,Food and beverages,Credit card
36.91,7,13,10,2,6,B,Mandalay,Member,Male,Home and lifestyle,Ewallet
87.08,7,15,26,1,5,B,Mandalay,Normal,Male,Electronic accessories,Cash
80.08,3,15,11,2,0,A,Yangon,Normal,Male,Home and lifestyle,Cash
86.13,2,17,7,2,3,C,Naypyitaw,Normal,Male,Fashion accessories,Cash
49.92,2,11,6,3,2,B,Mandalay,Member,Male,Fashion accessories,Credit card
74.66,4,10,4,3,0,A,Yangon,Normal,Female,Food and beverages,Cash
26.6,6,15,26,2,1,B,Mandalay,Member,Male,Food and beverages,Ewallet
25.45,1,18,10,3,6,B,Mandalay,Normal,Female,Electronic accessories,Credit card
67.77,1,20,4,2,0,B,Mandalay,Normal,Female,Food and beverages,Credit card
59.59,4,12,19,1,5,C,Naypyitaw,Member,Male,Food and beverages,Cash
58.15,4,17,23,1,2,A,Yangon,Normal,Male,Health and beauty,Cash
97.48,9,14,14,3,3,A,Yangon,Member,Female,Sports and travel,Ewallet
99.96,7,10,23,1,2,C,Naypyitaw,Normal,Male,Health and beauty,Cash
96.37,7,11,9,1,2,C,Naypyitaw,Normal,Male,Electronic accessories,Cash
63.71,5,19,7,2,3,B,Mandalay,Normal,Female,Fashion accessories,Ewallet
14.76,2,14,18,2,0,B,Mandalay,Normal,Female,Health and beauty,Ewallet
62.0,8,19,3,1,3,B,Mandalay,Member,Male,Health and beauty,Credit card
82.34,10,19,29,3,4,C,Naypyitaw,Member,Male,Electronic accessories,Ewallet
75.37,8,15,28,1,0,B,Mandalay,Member,Male,Health and beauty,Credit card
56.56,5,19,22,3,4,A,Yangon,Normal,Female,Food and beverages,Credit card
76.6,10,18,24,1,3,B,Mandalay,Normal,Female,Sports and travel,Ewallet
58.03,2,20,10,3,6,A,Yangon,Normal,Male,Electronic accessories,Ewallet
17.49,10,18,22,2,4,B,Mandalay,Normal,Male,Fashion accessories,Ewallet
60.95,1,11,18,2,0,C,Naypyitaw,Member,Female,Electronic accessories,Ewallet
40.35,1,13,29,1,1,C,Naypyitaw,Normal,Male,Health and beauty,Ewallet
97.38,10,17,2,3,5,B,Mandalay,Normal,Female,Home and lifestyle,Ewallet
31.84,1,13,9,2,5,A,Yangon,Member,Male,Food and beverages,Cash
65.82,1,15,22,2,4,A,Yangon,Normal,Male,Home and lifestyle,Cash
88.34,7,13,18,2,0,A,Yangon,Member,Female,Fashion accessories,Cash
